season,episode,rating,reviewer_profile_id,review_date
5,7,1,ur140297525,2025-12-30
5,7,1,ur128327050,2025-12-30
5,7,1,ur161873176,2025-12-30
5,7,1,ur40734357,2025-12-30
5,7,1,ur99798137,2025-12-30
5,7,1,ur212054692,2025-12-30
5,7,1,ur212054270,2025-12-30
5,7,1,ur211966206,2025-12-30
5,7,1,ur203118464,2025-12-30
5,7,1,ur212050076,2025-12-30
5,7,1,ur212050384,2025-12-30
5,7,1,ur201341312,2025-12-30
5,7,1,ur212052069,2025-12-30
5,7,1,ur63851795,2025-12-30
5,7,1,ur134222125,2025-12-30
5,7,1,ur212051112,2025-12-30
5,7,1,ur156386698,2025-12-30
5,7,1,ur212049593,2025-12-30
5,7,1,ur212049883,2025-12-30
5,7,1,ur211369249,2025-12-29
5,7,1,ur188764061,2025-12-29
5,7,1,ur2279884,2025-12-29
5,7,1,ur107524454,2025-12-29
5,7,1,ur155358207,2025-12-29
5,7,1,ur28413547,2025-12-29
5,7,1,ur170021412,2025-12-29
5,7,1,ur212047038,2025-12-29
5,7,1,ur23904772,2025-12-29
5,7,1,ur212045384,2025-12-29
5,7,1,ur181355031,2025-12-29
5,7,1,ur212031565,2025-12-29
5,7,1,ur90740255,2025-12-29
5,7,1,ur156741703,2025-12-29
5,7,1,ur212043832,2025-12-29
5,7,1,ur75444982,2025-12-29
5,7,1,ur79633566,2025-12-29
5,7,1,ur96307186,2025-12-29
5,7,1,ur212041228,2025-12-29
5,7,1,ur212040139,2025-12-29
5,7,1,ur212039571,2025-12-29
5,7,1,ur130034642,2025-12-29
5,7,1,ur92417128,2025-12-29
5,7,1,ur198682241,2025-12-29
5,7,1,ur212027873,2025-12-29
5,7,1,ur212036773,2025-12-29
5,7,1,ur212036683,2025-12-29
5,7,1,ur212036544,2025-12-29
5,7,1,ur122915413,2025-12-29
5,7,1,ur194683879,2025-12-29
5,7,1,ur176452754,2025-12-29
5,7,1,ur212002478,2025-12-29
5,7,1,ur206727388,2025-12-29
5,7,1,ur201688927,2025-12-29
5,7,1,ur179197587,2025-12-29
5,7,1,ur210603426,2025-12-29
5,7,1,ur212032352,2025-12-29
5,7,1,ur161669803,2025-12-29
5,7,1,ur208406536,2025-12-29
5,7,1,ur211962404,2025-12-29
5,7,1,ur212030623,2025-12-29
5,7,1,ur135993652,2025-12-29
5,7,1,ur82244998,2025-12-29
5,7,1,ur165899931,2025-12-29
5,7,1,ur160505054,2025-12-29
5,7,1,ur4225336,2025-12-29
5,7,1,ur154009727,2025-12-29
5,7,1,ur212028310,2025-12-29
5,7,1,ur80250817,2025-12-29
5,7,1,ur141037465,2025-12-29
5,7,1,ur147767956,2025-12-29
5,7,1,ur212027940,2025-12-29
5,7,1,ur112605464,2025-12-29
5,7,1,ur212026449,2025-12-29
5,7,1,ur193653308,2025-12-29
5,7,1,ur129248918,2025-12-29
5,7,1,ur198424868,2025-12-29
5,7,1,ur136652323,2025-12-29
5,7,1,ur207529974,2025-12-29
5,7,1,ur211975690,2025-12-29
5,7,1,ur128526580,2025-12-29
5,7,1,ur211972905,2025-12-29
5,7,1,ur125520335,2025-12-29
5,7,1,ur211985853,2025-12-29
5,7,1,ur211983008,2025-12-29
5,7,1,ur212023180,2025-12-29
5,7,1,ur212022744,2025-12-29
5,7,1,ur153572421,2025-12-29
5,7,1,ur63886990,2025-12-29
5,7,1,ur212020557,2025-12-29
5,7,1,ur62090048,2025-12-29
5,7,1,ur212021975,2025-12-29
5,7,1,ur210272637,2025-12-29
5,7,1,ur70021305,2025-12-29
5,7,1,ur212021150,2025-12-29
5,7,1,ur212019765,2025-12-29
5,7,1,ur212019840,2025-12-29
5,7,1,ur22103433,2025-12-29
5,7,1,ur183692297,2025-12-29
5,7,1,ur212019290,2025-12-29
5,7,1,ur212020038,2025-12-29
5,7,1,ur160293566,2025-12-29
5,7,1,ur174724156,2025-12-29
5,7,1,ur143438879,2025-12-29
5,7,1,ur149947914,2025-12-29
5,7,1,ur64132660,2025-12-29
5,7,1,ur190592958,2025-12-29
5,7,1,ur211393171,2025-12-29
5,7,1,ur29627187,2025-12-29
5,7,1,ur159590905,2025-12-29
5,7,1,ur212012617,2025-12-29
5,7,1,ur212012826,2025-12-29
5,7,1,ur212012892,2025-12-29
5,7,1,ur145298902,2025-12-29
5,7,1,ur84087162,2025-12-29
5,7,1,ur212011234,2025-12-29
5,7,1,ur167852388,2025-12-29
5,7,1,ur198554281,2025-12-29
5,7,1,ur70290109,2025-12-29
5,7,1,ur156484087,2025-12-29
5,7,1,ur134450585,2025-12-28
5,7,1,ur161754433,2025-12-28
5,7,1,ur151844148,2025-12-28
5,7,1,ur212010490,2025-12-28
5,7,1,ur212009226,2025-12-28
5,7,1,ur212010069,2025-12-28
5,7,1,ur212009592,2025-12-28
5,7,1,ur30484919,2025-12-28
5,7,1,ur211780310,2025-12-28
5,7,1,ur212009919,2025-12-28
5,7,1,ur212002543,2025-12-28
5,7,1,ur212009430,2025-12-28
5,7,1,ur212009309,2025-12-28
5,7,1,ur183354278,2025-12-28
5,7,1,ur203969017,2025-12-28
5,7,1,ur161974075,2025-12-28
5,7,1,ur212008293,2025-12-28
5,7,1,ur168219137,2025-12-28
5,7,1,ur200161925,2025-12-28
5,7,1,ur61307518,2025-12-28
5,7,1,ur212006397,2025-12-28
5,7,1,ur185340365,2025-12-28
5,7,1,ur173458601,2025-12-28
5,7,1,ur80300028,2025-12-28
5,7,1,ur176760968,2025-12-28
5,7,1,ur212006530,2025-12-28
5,7,1,ur212006523,2025-12-28
5,7,1,ur211989700,2025-12-28
5,7,1,ur192272844,2025-12-28
5,7,1,ur212004568,2025-12-28
5,7,1,ur212005525,2025-12-28
5,7,1,ur211992132,2025-12-28
5,7,1,ur212004267,2025-12-28
5,7,1,ur161801928,2025-12-28
5,7,1,ur212004402,2025-12-28
5,7,1,ur196719799,2025-12-28
5,7,1,ur212004568,2025-12-28
5,7,1,ur212005031,2025-12-28
5,7,1,ur201193869,2025-12-28
5,7,1,ur212004988,2025-12-28
5,7,1,ur169032735,2025-12-28
5,7,1,ur157165526,2025-12-28
5,7,1,ur211995566,2025-12-28
5,7,1,ur211938384,2025-12-28
5,7,1,ur212004718,2025-12-28
5,7,1,ur212004164,2025-12-28
5,7,1,ur211962265,2025-12-28
5,7,1,ur119806130,2025-12-28
5,7,1,ur211981632,2025-12-28
5,7,1,ur212004128,2025-12-28
5,7,1,ur212003501,2025-12-28
5,7,1,ur212002711,2025-12-28
5,7,1,ur212003132,2025-12-28
5,7,1,ur212001057,2025-12-28
5,7,1,ur212001767,2025-12-28
5,7,1,ur209391309,2025-12-28
5,7,1,ur211980699,2025-12-28
5,7,1,ur212001207,2025-12-28
5,7,1,ur212002653,2025-12-28
5,7,1,ur46241142,2025-12-28
5,7,1,ur212001674,2025-12-28
5,7,1,ur212001808,2025-12-28
5,7,1,ur212001130,2025-12-28
5,7,1,ur212001558,2025-12-28
5,7,1,ur212000513,2025-12-28
5,7,1,ur212001070,2025-12-28
5,7,1,ur211999275,2025-12-28
5,7,1,ur31753402,2025-12-28
5,7,1,ur212001389,2025-12-28
5,7,1,ur60497743,2025-12-28
5,7,1,ur211985553,2025-12-28
5,7,1,ur53316792,2025-12-28
5,7,1,ur187200464,2025-12-28
5,7,1,ur211993746,2025-12-28
5,7,1,ur211997605,2025-12-28
5,7,1,ur211999577,2025-12-28
5,7,1,ur211998709,2025-12-28
5,7,1,ur211999244,2025-12-28
5,7,1,ur211999992,2025-12-28
5,7,1,ur211999302,2025-12-28
5,7,1,ur211950143,2025-12-28
5,7,1,ur211999014,2025-12-28
5,7,1,ur211983697,2025-12-28
5,7,1,ur211998026,2025-12-28
5,7,1,ur134601907,2025-12-28
5,7,1,ur111439092,2025-12-28
5,7,1,ur137615730,2025-12-28
5,7,1,ur211999129,2025-12-28
5,7,1,ur211998623,2025-12-28
5,7,1,ur211999339,2025-12-28
5,7,1,ur206372099,2025-12-28
5,7,1,ur211998242,2025-12-28
5,7,1,ur211998908,2025-12-28
5,7,1,ur198846293,2025-12-28
5,7,1,ur133438191,2025-12-28
5,7,1,ur160076488,2025-12-28
5,7,1,ur211997162,2025-12-28
5,7,1,ur84761629,2025-12-28
5,7,1,ur211996707,2025-12-28
5,7,1,ur211996585,2025-12-28
5,7,1,ur156505644,2025-12-28
5,7,1,ur211997719,2025-12-28
5,7,1,ur211997374,2025-12-28
5,7,1,ur164823857,2025-12-28
5,7,1,ur200281243,2025-12-28
5,7,1,ur211413966,2025-12-28
5,7,1,ur211996711,2025-12-28
5,7,1,ur211997310,2025-12-28
5,7,1,ur124798431,2025-12-28
5,7,1,ur211996072,2025-12-28
5,7,1,ur211995809,2025-12-28
5,7,1,ur211995185,2025-12-28
5,7,1,ur211997069,2025-12-28
5,7,1,ur211996894,2025-12-28
5,7,1,ur211995184,2025-12-28
5,7,1,ur211996629,2025-12-28
5,7,1,ur195677786,2025-12-28
5,7,1,ur211996440,2025-12-28
5,7,1,ur211994554,2025-12-28
5,7,1,ur211995353,2025-12-28
5,7,1,ur186805269,2025-12-28
5,7,1,ur211974045,2025-12-28
5,7,1,ur211996310,2025-12-28
5,7,1,ur211985351,2025-12-28
5,7,1,ur188167652,2025-12-28
5,7,1,ur211995732,2025-12-28
5,7,1,ur211993677,2025-12-28
5,7,1,ur211995770,2025-12-28
5,7,1,ur82907893,2025-12-28
5,7,1,ur211994849,2025-12-28
5,7,1,ur142231858,2025-12-28
5,7,1,ur211993614,2025-12-28
5,7,1,ur211992826,2025-12-28
5,7,1,ur211994006,2025-12-28
5,7,1,ur30617000,2025-12-28
5,7,1,ur211993807,2025-12-28
5,7,1,ur204792378,2025-12-28
5,7,1,ur186715582,2025-12-28
5,7,1,ur211994470,2025-12-28
5,7,1,ur211992684,2025-12-28
5,7,1,ur211993255,2025-12-28
5,7,1,ur69760883,2025-12-28
5,7,1,ur211993823,2025-12-28
5,7,1,ur211993330,2025-12-28
5,7,1,ur211994168,2025-12-28
5,7,1,ur163395946,2025-12-28
5,7,1,ur211993224,2025-12-28
5,7,1,ur211992842,2025-12-28
5,7,1,ur211993072,2025-12-28
5,7,1,ur120319935,2025-12-28
5,7,1,ur58547825,2025-12-28
5,7,1,ur67971833,2025-12-28
5,7,1,ur211992014,2025-12-28
5,7,1,ur211989269,2025-12-28
5,7,1,ur211991434,2025-12-28
5,7,1,ur211990596,2025-12-28
5,7,1,ur211992040,2025-12-28
5,7,1,ur211987450,2025-12-28
5,7,1,ur199330185,2025-12-28
5,7,1,ur211990135,2025-12-28
5,7,1,ur211989285,2025-12-28
5,7,1,ur211990267,2025-12-28
5,7,1,ur211989865,2025-12-28
5,7,1,ur211990428,2025-12-28
5,7,1,ur211991082,2025-12-28
5,7,1,ur211989687,2025-12-28
5,7,1,ur211991015,2025-12-28
5,7,1,ur39231153,2025-12-28
5,7,1,ur211989285,2025-12-28
5,7,1,ur211990574,2025-12-28
5,7,1,ur211991668,2025-12-28
5,7,1,ur211991219,2025-12-28
5,7,1,ur211989700,2025-12-28
5,7,1,ur211990257,2025-12-28
5,7,1,ur211990623,2025-12-28
5,7,1,ur211989956,2025-12-28
5,7,1,ur211991110,2025-12-28
5,7,1,ur151506928,2025-12-28
5,7,1,ur211991298,2025-12-28
5,7,1,ur211991079,2025-12-28
5,7,1,ur206560023,2025-12-28
5,7,1,ur211989397,2025-12-28
5,7,1,ur211990241,2025-12-28
5,7,1,ur211990532,2025-12-28
5,7,1,ur211990313,2025-12-28
5,7,1,ur211991088,2025-12-28
5,7,1,ur211990155,2025-12-28
5,7,1,ur208452397,2025-12-28
5,7,1,ur211987716,2025-12-28
5,7,1,ur200036919,2025-12-28
5,7,1,ur211985428,2025-12-28
5,7,1,ur211989931,2025-12-28
5,7,1,ur148005975,2025-12-28
5,7,1,ur211990308,2025-12-28
5,7,1,ur211989992,2025-12-28
5,7,1,ur126672101,2025-12-28
5,7,1,ur211990209,2025-12-28
5,7,1,ur211990108,2025-12-28
5,7,1,ur211989246,2025-12-28
5,7,1,ur195614923,2025-12-28
5,7,1,ur211987765,2025-12-28
5,7,1,ur211989179,2025-12-28
5,7,1,ur211987517,2025-12-28
5,7,1,ur211989348,2025-12-28
5,7,1,ur211988790,2025-12-28
5,7,1,ur211987951,2025-12-28
5,7,1,ur211988848,2025-12-28
5,7,1,ur177752485,2025-12-28
5,7,1,ur18946496,2025-12-28
5,7,1,ur211987215,2025-12-28
5,7,1,ur204675052,2025-12-28
5,7,1,ur211986897,2025-12-28
5,7,1,ur211988428,2025-12-28
5,7,1,ur211986315,2025-12-28
5,7,1,ur203224454,2025-12-28
5,7,1,ur211986537,2025-12-28
5,7,1,ur211987463,2025-12-28
5,7,1,ur211519548,2025-12-28
5,7,1,ur211987313,2025-12-28
5,7,1,ur211986672,2025-12-28
5,7,1,ur211987081,2025-12-28
5,7,1,ur211987658,2025-12-28
5,7,1,ur211986223,2025-12-28
5,7,1,ur211986425,2025-12-28
5,7,1,ur211986763,2025-12-28
5,7,1,ur211986690,2025-12-28
5,7,1,ur211986701,2025-12-28
5,7,1,ur211986852,2025-12-28
5,7,1,ur211987009,2025-12-28
5,7,1,ur211985385,2025-12-28
5,7,1,ur198169699,2025-12-28
5,7,1,ur211982277,2025-12-28
5,7,1,ur211985912,2025-12-28
5,7,1,ur211985873,2025-12-28
5,7,1,ur211985934,2025-12-28
5,7,1,ur211984124,2025-12-28
5,7,1,ur211984675,2025-12-28
5,7,1,ur75480531,2025-12-28
5,7,1,ur211983586,2025-12-28
5,7,1,ur211984413,2025-12-28
5,7,1,ur211985238,2025-12-28
5,7,1,ur211983196,2025-12-28
5,7,1,ur190747586,2025-12-28
5,7,1,ur211983903,2025-12-28
5,7,1,ur186873506,2025-12-28
5,7,1,ur211983099,2025-12-28
5,7,1,ur158520272,2025-12-28
5,7,1,ur198252518,2025-12-28
5,7,1,ur121558269,2025-12-28
5,7,1,ur211983232,2025-12-28
5,7,1,ur211982333,2025-12-28
5,7,1,ur211983219,2025-12-28
5,7,1,ur198250107,2025-12-28
5,7,1,ur211981776,2025-12-28
5,7,1,ur161596583,2025-12-28
5,7,1,ur41416340,2025-12-28
5,7,1,ur211982809,2025-12-28
5,7,1,ur211981662,2025-12-28
5,7,1,ur211359396,2025-12-28
5,7,1,ur149326597,2025-12-28
5,7,1,ur211943747,2025-12-28
5,7,1,ur211981209,2025-12-28
5,7,1,ur211982440,2025-12-28
5,7,1,ur211981861,2025-12-28
5,7,1,ur211980085,2025-12-28
5,7,1,ur211981612,2025-12-28
5,7,1,ur211981056,2025-12-28
5,7,1,ur211981711,2025-12-28
5,7,1,ur203975205,2025-12-28
5,7,1,ur211808946,2025-12-28
5,7,1,ur211980501,2025-12-28
5,7,1,ur211980846,2025-12-28
5,7,1,ur211981035,2025-12-28
5,7,1,ur61382430,2025-12-28
5,7,1,ur211979693,2025-12-28
5,7,1,ur211963014,2025-12-28
5,7,1,ur211979277,2025-12-28
5,7,1,ur211972325,2025-12-28
5,7,1,ur163519861,2025-12-28
5,7,1,ur68204776,2025-12-28
5,7,1,ur211978573,2025-12-28
5,7,1,ur211978245,2025-12-28
5,7,1,ur211979445,2025-12-28
5,7,1,ur190759069,2025-12-28
5,7,1,ur211979492,2025-12-28
5,7,1,ur211818592,2025-12-28
5,7,1,ur211978736,2025-12-28
5,7,1,ur123837974,2025-12-28
5,7,1,ur211978809,2025-12-28
5,7,1,ur211977695,2025-12-28
5,7,1,ur211976924,2025-12-28
5,7,1,ur211978999,2025-12-28
5,7,1,ur211977553,2025-12-28
5,7,1,ur211700178,2025-12-28
5,7,1,ur155864833,2025-12-28
5,7,1,ur211977065,2025-12-28
5,7,1,ur211978008,2025-12-28
5,7,1,ur150194517,2025-12-28
5,7,1,ur211976981,2025-12-28
5,7,1,ur211976226,2025-12-28
5,7,1,ur211977127,2025-12-28
5,7,1,ur211976755,2025-12-28
5,7,1,ur211975446,2025-12-28
5,7,1,ur210709957,2025-12-28
5,7,1,ur67786025,2025-12-28
5,7,1,ur211976535,2025-12-28
5,7,1,ur54917228,2025-12-28
5,7,1,ur200404088,2025-12-28
5,7,1,ur169201532,2025-12-28
5,7,1,ur80210196,2025-12-28
5,7,1,ur211975505,2025-12-28
5,7,1,ur211976752,2025-12-28
5,7,1,ur162111251,2025-12-28
5,7,1,ur210789355,2025-12-28
5,7,1,ur211974575,2025-12-28
5,7,1,ur211976290,2025-12-28
5,7,1,ur211976531,2025-12-28
5,7,1,ur211975456,2025-12-28
5,7,1,ur74893277,2025-12-28
5,7,1,ur171217179,2025-12-28
5,7,1,ur211976142,2025-12-28
5,7,1,ur211975205,2025-12-28
5,7,1,ur206072402,2025-12-28
5,7,1,ur211962358,2025-12-28
5,7,1,ur211976153,2025-12-28
5,7,1,ur211974387,2025-12-28
5,7,1,ur205949965,2025-12-28
5,7,1,ur211975888,2025-12-28
5,7,1,ur211975518,2025-12-28
5,7,1,ur177637324,2025-12-28
5,7,1,ur211974093,2025-12-28
5,7,1,ur211974583,2025-12-28
5,7,1,ur160708158,2025-12-27
5,7,1,ur211974968,2025-12-27
5,7,1,ur204958212,2025-12-27
5,7,1,ur211974728,2025-12-27
5,7,1,ur211974598,2025-12-27
5,7,1,ur211974498,2025-12-27
5,7,1,ur211971157,2025-12-27
5,7,1,ur211962684,2025-12-27
5,7,1,ur211972157,2025-12-27
5,7,1,ur211949017,2025-12-27
5,7,1,ur211973093,2025-12-27
5,7,1,ur38100275,2025-12-27
5,7,1,ur44105493,2025-12-27
5,7,1,ur211971821,2025-12-27
5,7,1,ur211971972,2025-12-27
5,7,1,ur211972412,2025-12-27
5,7,1,ur166120855,2025-12-27
5,7,1,ur160405224,2025-12-27
5,7,1,ur211971215,2025-12-27
5,7,1,ur211972478,2025-12-27
5,7,1,ur61288445,2025-12-27
5,7,1,ur167996842,2025-12-27
5,7,1,ur211970005,2025-12-27
5,7,1,ur211970057,2025-12-27
5,7,1,ur156988694,2025-12-27
5,7,1,ur134194822,2025-12-27
5,7,1,ur69819284,2025-12-27
5,7,1,ur211970850,2025-12-27
5,7,1,ur155005090,2025-12-27
5,7,1,ur211970121,2025-12-27
5,7,1,ur211969784,2025-12-27
5,7,1,ur211967277,2025-12-27
5,7,1,ur211969988,2025-12-27
5,7,1,ur211968853,2025-12-27
5,7,1,ur82927754,2025-12-27
5,7,1,ur152631626,2025-12-27
5,7,1,ur211968344,2025-12-27
5,7,1,ur58907779,2025-12-27
5,7,1,ur185810957,2025-12-27
5,7,1,ur211968530,2025-12-27
5,7,1,ur211967910,2025-12-27
5,7,1,ur211968000,2025-12-27
5,7,1,ur211941807,2025-12-27
5,7,1,ur211943953,2025-12-27
5,7,1,ur211967949,2025-12-27
5,7,1,ur211952558,2025-12-27
5,7,1,ur211966546,2025-12-27
5,7,1,ur93496079,2025-12-27
5,7,1,ur134683429,2025-12-27
5,7,1,ur211965767,2025-12-27
5,7,1,ur77800682,2025-12-27
5,7,1,ur211966432,2025-12-27
5,7,1,ur211966714,2025-12-27
5,7,1,ur44376853,2025-12-27
5,7,1,ur211941272,2025-12-27
5,7,1,ur211964687,2025-12-27
5,7,1,ur68354993,2025-12-27
5,7,1,ur183433010,2025-12-27
5,7,1,ur207026959,2025-12-27
5,7,1,ur211931467,2025-12-27
5,7,1,ur189846619,2025-12-27
5,7,1,ur211965447,2025-12-27
5,7,1,ur73925268,2025-12-27
5,7,1,ur211965790,2025-12-27
5,7,1,ur161840125,2025-12-27
5,7,1,ur175871220,2025-12-27
5,7,1,ur126971055,2025-12-27
5,7,1,ur139644381,2025-12-27
5,7,1,ur92343058,2025-12-27
5,7,1,ur151811693,2025-12-27
5,7,1,ur6598130,2025-12-27
5,7,1,ur148629461,2025-12-27
5,7,1,ur211964503,2025-12-27
5,7,1,ur30895268,2025-12-27
5,7,1,ur41344193,2025-12-27
5,7,1,ur211962916,2025-12-27
5,7,1,ur211944310,2025-12-27
5,7,1,ur158603938,2025-12-27
5,7,1,ur211961025,2025-12-27
5,7,1,ur181679651,2025-12-27
5,7,1,ur211962260,2025-12-27
5,7,1,ur211960787,2025-12-27
5,7,1,ur40331203,2025-12-27
5,7,1,ur211961401,2025-12-27
5,7,1,ur211959475,2025-12-27
5,7,1,ur197018472,2025-12-27
5,7,1,ur153582636,2025-12-27
5,7,1,ur97935829,2025-12-27
5,7,1,ur59689566,2025-12-27
5,7,1,ur193907203,2025-12-27
5,7,1,ur211711767,2025-12-27
5,7,1,ur211959072,2025-12-27
5,7,1,ur142493108,2025-12-27
5,7,1,ur211958005,2025-12-27
5,7,1,ur194139063,2025-12-27
5,7,1,ur96647559,2025-12-27
5,7,1,ur211957400,2025-12-27
5,7,1,ur166875181,2025-12-27
5,7,1,ur211957573,2025-12-27
5,7,1,ur211957921,2025-12-27
5,7,1,ur198806210,2025-12-27
5,7,1,ur211956352,2025-12-27
5,7,1,ur118522946,2025-12-27
5,7,1,ur40454034,2025-12-27
5,7,1,ur122287178,2025-12-27
5,7,1,ur145830516,2025-12-27
5,7,1,ur211955261,2025-12-27
5,7,1,ur161839388,2025-12-27
5,7,1,ur211953414,2025-12-27
5,7,1,ur211954365,2025-12-27
5,7,1,ur200949607,2025-12-27
5,7,1,ur211954084,2025-12-27
5,7,1,ur211954968,2025-12-27
5,7,1,ur200887314,2025-12-27
5,7,1,ur56979352,2025-12-27
5,7,1,ur140542649,2025-12-27
5,7,1,ur158772923,2025-12-27
5,7,1,ur211954189,2025-12-27
5,7,1,ur211950750,2025-12-27
5,7,1,ur211951926,2025-12-27
5,7,1,ur211953014,2025-12-27
5,7,1,ur211946333,2025-12-27
5,7,1,ur211950895,2025-12-27
5,7,1,ur69042788,2025-12-27
5,7,1,ur211951086,2025-12-27
5,7,1,ur158113309,2025-12-27
5,7,1,ur132407024,2025-12-27
5,7,1,ur157284969,2025-12-27
5,7,1,ur211951572,2025-12-27
5,7,1,ur200380762,2025-12-27
5,7,1,ur211952058,2025-12-27
5,7,1,ur211950054,2025-12-27
5,7,1,ur171921380,2025-12-27
5,7,1,ur211213935,2025-12-27
5,7,1,ur201324740,2025-12-27
5,7,1,ur160362154,2025-12-27
5,7,1,ur211949642,2025-12-27
5,7,1,ur211950148,2025-12-27
5,7,1,ur125742430,2025-12-27
5,7,1,ur72772557,2025-12-27
5,7,1,ur81120173,2025-12-27
5,7,1,ur211948909,2025-12-27
5,7,1,ur211947812,2025-12-27
5,7,1,ur171745132,2025-12-27
5,7,1,ur211948698,2025-12-27
5,7,1,ur211947515,2025-12-27
5,7,1,ur211946286,2025-12-27
5,7,1,ur211947285,2025-12-27
5,7,1,ur132350764,2025-12-27
5,7,1,ur211946842,2025-12-27
5,7,1,ur164966795,2025-12-27
5,7,1,ur201975214,2025-12-27
5,7,1,ur130195192,2025-12-27
5,7,1,ur46805669,2025-12-27
5,7,1,ur211945594,2025-12-27
5,7,1,ur130920750,2025-12-26
5,7,1,ur211945243,2025-12-26
5,7,1,ur211944742,2025-12-26
5,7,1,ur211570858,2025-12-26
5,7,1,ur205892257,2025-12-26
5,7,1,ur204702869,2025-12-26
5,7,1,ur211944085,2025-12-26
5,7,1,ur211944668,2025-12-26
5,7,1,ur211943726,2025-12-26
5,7,1,ur211944281,2025-12-26
5,7,1,ur211944132,2025-12-26
5,7,1,ur190095155,2025-12-26
5,7,1,ur206729578,2025-12-26
5,7,1,ur211942657,2025-12-26
5,7,1,ur31841202,2025-12-26
5,7,1,ur211941835,2025-12-26
5,7,1,ur50099192,2025-12-26
5,7,1,ur211823440,2025-12-26
5,7,1,ur72488179,2025-12-26
5,7,1,ur211943300,2025-12-26
5,7,1,ur78876920,2025-12-26
5,7,1,ur165894661,2025-12-26
5,7,1,ur211942003,2025-12-26
5,7,1,ur186175427,2025-12-26
5,7,1,ur161392426,2025-12-26
5,7,1,ur117767980,2025-12-26
5,7,1,ur211940479,2025-12-26
5,7,1,ur137569057,2025-12-26
5,7,1,ur184346844,2025-12-26
5,7,1,ur211938942,2025-12-26
5,7,1,ur211938563,2025-12-26
5,7,1,ur203560942,2025-12-26
5,7,1,ur211937565,2025-12-26
5,7,1,ur207915825,2025-12-26
